Name,ID,Resid,int IParticleId,Headresid,palette,nLevel,type,camp,exp,expcoefficient,prizeholdstrategy,Speed_B,attackspeed,hp,mp,Close_A,Powder_A,Magic_A,Builder_A,Close_D,Powder_D,Magic_D,Builder_D_B,Base_D,Ω¸’Ω±©ª˜¬ ,ª“©±©ª˜¬ ,ƒß∑®±©ª˜¬ ,π•≥«±©ª˜¬ ,Ω¸’Ω±©ª˜µ»º∂,ª“©±©ª˜µ»º∂,ƒß∑®±©ª˜µ»º∂,π•≥«±©ª˜µ»º∂,Dead_Def,±©ª˜…À∫¶º”≥…¬ ,hit,dodge,Aiid,nBeAttackRadius ,nWinPoint,nWinMorale,nWinMoney,nGetExploit,EXPLOIT,nGetMoney,CanTalk,nCanntDie,lTalkResId,lBuildRadius,int nBornMsgType;,int nDieMsgType;,isBOSS,nNoOccupant,nUpShowResID,FissionMonster,int nShowName,ShowLevel,nOpenSoundID,nCloseSoundID,CanntSelected
 ‘¡∂’ΩªÍ,863068,11980,,444,,68,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863069,11980,,444,,69,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863070,11980,,444,,70,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863071,11980,,444,,71,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863072,11980,,444,,72,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863073,11980,,444,,73,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863074,11980,,444,,74,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863075,11980,,444,,75,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863076,11980,,444,,76,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863077,11980,,444,,77,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863078,11980,,444,,78,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863079,11980,,444,,79,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863080,11980,,444,,80,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863081,11980,,444,,81,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863082,11980,,444,,82,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863083,11980,,444,,83,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863084,11980,,444,,84,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,863085,11980,,444,,85,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2221,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864001,11980,,444,,1,4,2,,,5,320,400,140,,1,,,,,,,,0,,,,,,,,,,,1000,,2222,,,14,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864002,11980,,444,,2,4,2,,,5,320,400,225,,2,,,,,,,,0,,,,,,,,,,,1000,,2222,,,14,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864003,11980,,444,,3,4,2,,,5,320,400,309,,4,,,,,,,,0,,,,,,,,,,,1000,,2222,,,14,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864004,11980,,444,,4,4,2,,,5,320,400,394,,6,,,,,,,,0,,,,,,,,,,,1000,,2222,,,18,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864005,11980,,444,,5,4,2,,,5,320,400,479,,9,,,,,,,,0,,,,,,,,,,,1000,,2222,,,18,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864006,11980,,444,,6,4,2,,,5,320,400,564,,14,,,,,,,,0,,,,,,,,,,,1000,,2222,,,18,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864007,11980,,444,,7,4,2,,,5,320,400,648,,18,,,,,,,,0,,,,,,,,,,,1000,,2222,,,21,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864008,11980,,444,,8,4,2,,,5,320,400,733,,23,,,,,,,,0,,,,,,,,,,,1000,,2222,,,21,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864009,11980,,444,,9,4,2,,,5,320,400,818,,29,,,,,,,,0,,,,,,,,,,,1000,,2222,,,21,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864010,11980,,444,,10,4,2,,,5,320,400,902,,36,,,,,,,,0,,,,,,,,,,,1000,,2222,,,21,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864011,11980,,444,,11,4,2,,,5,320,400,1269,,45,,,,,,,,0,,,,,,,,,,,1000,,2222,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864012,11980,,444,,12,4,2,,,5,320,400,1377.9,,56,,,,,,,,0,,,,,,,,,,,1000,,2222,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864013,11980,,444,,13,4,2,,,5,320,400,1486.8,,64,,,,,,,,0,,,,,,,,,,,1000,,2222,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864014,11980,,444,,14,4,2,,,5,320,400,1595.7,,73,,,,,,,,0,,,,,,,,,,,1000,,2222,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864015,11980,,444,,15,4,2,,,5,320,400,1704.6,,84,,,,,,,,0,,,,,,,,,,,1000,,2222,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864016,11980,,444,,16,4,2,,,5,320,400,1813.5,,95,,,,,,,,5,,,,,,,,,,,1000,,2222,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864017,11980,,444,,17,4,2,,,5,320,400,1922.4,,105,,,,,,,,6,,,,,,,,,,,1000,,2222,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864018,11980,,444,,18,4,2,,,5,320,400,2031.3,,115,,,,,,,,7,,,,,,,,,,,1000,,2222,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864019,11980,,444,,19,4,2,,,5,320,400,2140.2,,125,,,,,,,,10,,,,,,,,,,,1000,,2222,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864020,11980,,444,,20,4,2,,,5,320,400,2249.1,,135,,,,,,,,15,,,,,,,,,,,1000,,2222,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864021,11980,,444,,21,4,2,,,5,320,400,2358,,145,,,,,,,,17,,,,,,,,,,,1000,,2222,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864022,11980,,444,,22,4,2,,,5,320,400,2466.9,,157,,,,,,,,21,,,,,,,,,,,1000,,2222,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864023,11980,,444,,23,4,2,,,5,320,400,2575.8,,168,,,,,,,,23,,,,,,,,,,,1000,,2222,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864024,11980,,444,,24,4,2,,,5,320,400,2684.7,,179,,,,,,,,30,,,,,,,,,,,1000,,2222,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864025,11980,,444,,25,4,2,,,5,320,400,3041,,195,,,,,,,,39,,,,,,,,,,,1000,,2222,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864026,11980,,444,,26,4,2,,,5,320,400,3063,,205,,,,,,,,45,,,,,,,,,,,1000,,2222,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864027,11980,,444,,27,4,2,,,5,320,400,3137,,215,,,,,,,,56,,,,,,,,,,,1000,,2222,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864028,11980,,444,,28,4,2,,,5,320,400,3212,,226,,,,,,,,64,,,,,,,,,,,1000,,2222,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864029,11980,,444,,29,4,2,,,5,320,400,3286,,237,,,,,,,,73,,,,,,,,,,,1000,,2222,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864030,11980,,444,,30,4,2,,,5,320,400,3300,,249,,,,,,,,84,,,,,,,,,,,1000,,2222,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864031,11980,,444,,31,4,2,,,5,320,400,3321,,261,,,,,,,,95,,,,,,,,,,,1000,,2222,,,39,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864032,11980,,444,,32,4,2,,,5,320,400,3420,,275,,,,,,,,105,,,,,,,,,,,1000,,2222,,,39,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864033,11980,,444,,33,4,2,,,5,320,400,3528,,286,,,,,,,,115,,,,,,,,,,,1000,,2222,,,39,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864034,11980,,444,,34,4,2,,,5,320,400,3645,,297,,,,,,,,125,,,,,,,,,,,1000,,2222,,,39,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864035,11980,,444,,35,4,2,,,5,320,400,3780,,374,,,,,,,,162,,,,,,,,,,,1000,,2222,,,39,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864036,11980,,444,,36,4,2,,,5,320,400,3888,,388,,,,,,,,174,,,,,,,,,,,1000,,2222,,,42,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864037,11980,,444,,37,4,2,,,5,320,400,4032,,402,,,,,,,,188,,,,,,,,,,,1000,,2222,,,42,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864038,11980,,444,,38,4,2,,,5,320,400,4158,,415,,,,,,,,202,,,,,,,,,,,1000,,2222,,,42,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864039,11980,,444,,39,4,2,,,5,320,400,4302,,430,,,,,,,,215,,,,,,,,,,,1000,,2222,,,42,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864040,11980,,444,,40,4,2,,,5,320,400,4410,,444,,,,,,,,234,,,,,,,,,,,1000,,2222,,,42,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864041,11980,,444,,41,4,2,,,5,320,400,4620.6,,458,,,,,,,,246,,,,,,,,,,,1000,,2222,,,46,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864042,11980,,444,,42,4,2,,,5,320,400,4878.9,,472,,,,,,,,258,,,,,,,,,,,1000,,2222,,,46,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864043,11980,,444,,43,4,2,,,5,320,400,5161.5,,482,,,,,,,,271,,,,,,,,,,,1000,,2222,,,46,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864044,11980,,444,,44,4,2,,,5,320,400,5467.5,,494,,,,,,,,284,,,,,,,,,,,1000,,2222,,,46,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864045,11980,,444,,45,4,2,,,5,320,400,5805,,510,,,,,,,,299,,,,,,,,,,,1000,,2222,,,46,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864046,11980,,444,,46,4,2,,,5,320,400,6165,,523,,,,,,,,313,,,,,,,,,,,1000,,2222,,,49,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864047,11980,,444,,47,4,2,,,5,320,400,6580.8,,540,,,,,,,,330,,,,,,,,,,,1000,,2222,,,49,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864048,11980,,444,,48,4,2,,,5,320,400,6899.4,,554,,,,,,,,343,,,,,,,,,,,1000,,2222,,,49,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864049,11980,,444,,49,4,2,,,5,320,400,7209,,574,,,,,,,,356,,,,,,,,,,,1000,,2222,,,49,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864050,11980,,444,,50,4,2,,,5,320,400,7515.9,,588,,,,,,,,374,,,,,,,,,,,1000,,2222,,,49,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864051,11980,,444,,51,4,2,,,5,320,400,7799.4,,602,,,,,,,,388,,,,,,,,,,,1000,,2222,,,53,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864052,11980,,444,,52,4,2,,,5,320,400,8100.9,,626,,,,,,,,402,,,,,,,,,,,1000,,2222,,,53,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864053,11980,,444,,53,4,2,,,5,320,400,8464.5,,649,,,,,,,,415,,,,,,,,,,,1000,,2222,,,53,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864054,11980,,444,,54,4,2,,,5,320,400,8830.8,,676,,,,,,,,430,,,,,,,,,,,1000,,2222,,,53,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864055,11980,,444,,55,4,2,,,5,320,400,9269.1,,700,,,,,,,,444,,,,,,,,,,,1000,,2222,,,53,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864056,11980,,444,,56,4,2,,,5,320,400,9548.19,,730,,,,,,,,457.32,,,,,,,,,,,1000,,2222,,,56,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864057,11980,,444,,57,4,2,,,5,320,400,9827.28,,760,,,,,,,,470.64,,,,,,,,,,,1000,,2222,,,56,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864058,11980,,444,,58,4,2,,,5,320,400,10106.37,,790,,,,,,,,483.96,,,,,,,,,,,1000,,2222,,,56,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864059,11980,,444,,59,4,2,,,5,320,400,10385.46,,820,,,,,,,,497.28,,,,,,,,,,,1000,,2222,,,56,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864060,11980,,444,,60,4,2,,,5,320,400,10664.55,,850,,,,,,,,510.6,,,,,,,,,,,1000,,2222,,,56,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864061,11980,,444,,61,4,2,,,5,320,400,10943.64,,880,,,,,,,,523.92,,,,,,,,,,,1000,,2222,,,60,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864062,11980,,444,,62,4,2,,,5,320,400,11222.73,,910,,,,,,,,537.24,,,,,,,,,,,1000,,2222,,,60,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864063,11980,,444,,63,4,2,,,5,320,400,11501.82,,940,,,,,,,,550.56,,,,,,,,,,,1000,,2222,,,60,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864064,11980,,444,,64,4,2,,,5,320,400,11780.91,,960,,,,,,,,563.88,,,,,,,,,,,1000,,2222,,,60,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864065,11980,,444,,65,4,2,,,5,320,400,12060,,1000,,,,,,,,577.2,,,,,,,,,,,1000,,2222,,,60,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864066,11980,,444,,66,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864067,11980,,444,,67,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864068,11980,,444,,68,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864069,11980,,444,,69,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864070,11980,,444,,70,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864071,11980,,444,,71,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864072,11980,,444,,72,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864073,11980,,444,,73,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864074,11980,,444,,74,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864075,11980,,444,,75,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864076,11980,,444,,76,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864077,11980,,444,,77,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864078,11980,,444,,78,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864079,11980,,444,,79,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864080,11980,,444,,80,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864081,11980,,444,,81,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864082,11980,,444,,82,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864083,11980,,444,,83,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864084,11980,,444,,84,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,864085,11980,,444,,85,4,2,,,5,320,400,0,,0,,,,,,,,0,,,,,,,,,,,1000,,2222,,,0,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865001,11980,,444,,1,4,2,,,5,320,400,140,,1,,,,,,,,0,,,,,,,,,,,1000,,2223,,,14,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865002,11980,,444,,2,4,2,,,5,320,400,225,,2,,,,,,,,0,,,,,,,,,,,1000,,2223,,,14,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865003,11980,,444,,3,4,2,,,5,320,400,309,,4,,,,,,,,0,,,,,,,,,,,1000,,2223,,,14,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865004,11980,,444,,4,4,2,,,5,320,400,394,,6,,,,,,,,0,,,,,,,,,,,1000,,2223,,,18,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865005,11980,,444,,5,4,2,,,5,320,400,479,,9,,,,,,,,0,,,,,,,,,,,1000,,2223,,,18,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865006,11980,,444,,6,4,2,,,5,320,400,564,,14,,,,,,,,0,,,,,,,,,,,1000,,2223,,,18,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865007,11980,,444,,7,4,2,,,5,320,400,648,,18,,,,,,,,0,,,,,,,,,,,1000,,2223,,,21,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865008,11980,,444,,8,4,2,,,5,320,400,733,,23,,,,,,,,0,,,,,,,,,,,1000,,2223,,,21,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865009,11980,,444,,9,4,2,,,5,320,400,818,,29,,,,,,,,0,,,,,,,,,,,1000,,2223,,,21,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865010,11980,,444,,10,4,2,,,5,320,400,902,,36,,,,,,,,0,,,,,,,,,,,1000,,2223,,,21,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865011,11980,,444,,11,4,2,,,5,320,400,1269,,45,,,,,,,,0,,,,,,,,,,,1000,,2223,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865012,11980,,444,,12,4,2,,,5,320,400,1377.9,,56,,,,,,,,0,,,,,,,,,,,1000,,2223,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865013,11980,,444,,13,4,2,,,5,320,400,1486.8,,64,,,,,,,,0,,,,,,,,,,,1000,,2223,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865014,11980,,444,,14,4,2,,,5,320,400,1595.7,,73,,,,,,,,0,,,,,,,,,,,1000,,2223,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865015,11980,,444,,15,4,2,,,5,320,400,1704.6,,84,,,,,,,,0,,,,,,,,,,,1000,,2223,,,25,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865016,11980,,444,,16,4,2,,,5,320,400,1813.5,,95,,,,,,,,5,,,,,,,,,,,1000,,2223,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865017,11980,,444,,17,4,2,,,5,320,400,1922.4,,105,,,,,,,,6,,,,,,,,,,,1000,,2223,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865018,11980,,444,,18,4,2,,,5,320,400,2031.3,,115,,,,,,,,7,,,,,,,,,,,1000,,2223,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865019,11980,,444,,19,4,2,,,5,320,400,2140.2,,125,,,,,,,,10,,,,,,,,,,,1000,,2223,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865020,11980,,444,,20,4,2,,,5,320,400,2249.1,,135,,,,,,,,15,,,,,,,,,,,1000,,2223,,,28,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865021,11980,,444,,21,4,2,,,5,320,400,2358,,145,,,,,,,,17,,,,,,,,,,,1000,,2223,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865022,11980,,444,,22,4,2,,,5,320,400,2466.9,,157,,,,,,,,21,,,,,,,,,,,1000,,2223,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865023,11980,,444,,23,4,2,,,5,320,400,2575.8,,168,,,,,,,,23,,,,,,,,,,,1000,,2223,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865024,11980,,444,,24,4,2,,,5,320,400,2684.7,,179,,,,,,,,30,,,,,,,,,,,1000,,2223,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865025,11980,,444,,25,4,2,,,5,320,400,3041,,195,,,,,,,,39,,,,,,,,,,,1000,,2223,,,32,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865026,11980,,444,,26,4,2,,,5,320,400,3063,,205,,,,,,,,45,,,,,,,,,,,1000,,2223,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865027,11980,,444,,27,4,2,,,5,320,400,3137,,215,,,,,,,,56,,,,,,,,,,,1000,,2223,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865028,11980,,444,,28,4,2,,,5,320,400,3212,,226,,,,,,,,64,,,,,,,,,,,1000,,2223,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865029,11980,,444,,29,4,2,,,5,320,400,3286,,237,,,,,,,,73,,,,,,,,,,,1000,,2223,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865030,11980,,444,,30,4,2,,,5,320,400,3300,,249,,,,,,,,84,,,,,,,,,,,1000,,2223,,,35,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865031,11980,,444,,31,4,2,,,5,320,400,3321,,261,,,,,,,,95,,,,,,,,,,,1000,,2223,,,39,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865032,11980,,444,,32,4,2,,,5,320,400,3420,,275,,,,,,,,105,,,,,,,,,,,1000,,2223,,,39,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865033,11980,,444,,33,4,2,,,5,320,400,3528,,286,,,,,,,,115,,,,,,,,,,,1000,,2223,,,39,,,,,,,,,,,,,,,1,1,,,
 ‘¡∂’ΩªÍ,865034,11980,,444,,34,4,2,,,5,320,400,3645,,297,,,,,,,,125,,,,,,,,,,,1000,,2223,,,39,,,,,,,,,,,,,,,1,1,,,
