物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求等级,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,水晶币买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,作用ID1,背包续时油需求个数,装备降级类型
88226,众神领域【题卷】,英雄岛屿—中立,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,英雄岛屿—中立,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88227,塔夫矿井【题卷】,英雄岛屿—中立,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,英雄岛屿—中立,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88228,恶鬼地穴【题卷】,英雄岛屿—中立,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,英雄岛屿—中立,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88229,镜月城【题卷】,英雄岛屿—中立,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,英雄岛屿—中立,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88230,梦幻城【题卷】,英雄岛屿—中立,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]400点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,英雄岛屿—中立,2176,2176,2176,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88231,贾谊【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]400点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2176,2176,2176,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88232,司马相如【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88233,东方朔【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88234,张衡【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88235,蔡琰【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88236,曹操【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88237,孔融【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88238,曹植【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88239,嵇康【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88240,陶渊明【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88241,郭璞【题卷】,名人志—汉魏晋,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—汉魏晋,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88242,关汉卿【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]400点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2176,2176,2176,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88243,白朴【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88244,马致远【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88245,张养浩【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88246,刘基【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88247,汤显祖【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88248,于谦【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88249,唐寅【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88250,戚继光【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88251,元好问【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88252,王实甫【题卷】,名人志—元明,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—元明,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88253,顾炎武【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]400点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2176,2176,2176,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88254,袁枚【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88255,龚自珍【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88256,黄景仁【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88257,乾隆【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88258,郑板桥【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88259,曹雪芹【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88260,刘鹗【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88261,谭嗣同【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2178,2178,2178,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88262,梁启超【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88263,王士祯【题卷】,名人志—清,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—清,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88264,王勃【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]400点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2176,2176,2176,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88265,骆宾王【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88266,岑参【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]400点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2176,2176,2176,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88267,王昌龄【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2178,2178,2178,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88268,孟浩然【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]400点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2176,2176,2176,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88269,王维【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2178,2178,2178,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88270,李白【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88271,杜甫【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88272,柳宗元【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88273,白居易【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88274,刘禹锡【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88275,李商隐【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88276,杜牧【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2178,2178,2178,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88277,李贺【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2178,2178,2178,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88278,贺知章【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88279,崔珏【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88280,李煜【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88281,王之涣【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,35,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88282,高适【题卷】,名人志—唐五代,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,名人志—唐五代,2177,2177,2177,2,2,1,,0,35,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88283,天元心法【题卷】,武林绝学—卷一,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,武林绝学—卷一,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88284,天龙七式【题卷】,武林绝学—卷一,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,武林绝学—卷一,2177,2177,2177,2,2,1,,0,25,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88285,天炫掌【题卷】,武林绝学—卷一,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,武林绝学—卷一,2178,2178,2178,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88286,阴阳倒乱刀法【题卷】,武林绝学—卷一,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,武林绝学—卷一,2178,2178,2178,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88287,武家大秘八法【题卷】,武林绝学—卷一,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]400点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,武林绝学—卷一,2176,2176,2176,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88288,无声无色剑招【题卷】,武林绝学—卷一,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,武林绝学—卷一,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88289,太素阴功【题卷】,武林绝学—卷一,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,武林绝学—卷一,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88290,玄冰阴气【题卷】,武林绝学—卷一,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]200点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,武林绝学—卷一,2178,2178,2178,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
88291,夺命连环三仙剑【题卷】,武林绝学—卷一,★  [a]用途：[/]右键使用后可以激活题卷#★  [a]说明：[/]激活此题卷需要消耗[255:0:255]100点活力值[/]，按[255:0:255]A[/]键打开[255:0:255]阅读界面[/]查询相关题卷,武林绝学—卷一,2177,2177,2177,2,2,1,,0,30,0,0,,,,,0,0,0,0,,,1000,1,-1,0,,-1,0,0,,,,,,,,0,,,,,,88180,,
