1,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,参数1,参数2,参数3,参数4,luA函数名
38002,红色植物(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,12000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26001,0,0,0,
38003,绿色长沙发(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,12000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26002,0,0,0,
38004,绿色小椅子(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,12000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26003,0,0,0,
38005,落地窗台(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26004,0,0,0,
38006,门口小地毯(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,12000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26005,0,0,0,
38010,小木圆桌(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,12000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26009,0,0,0,
38011,圆顶小窗户(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,12000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26010,0,0,0,
38013,壁灯(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,12000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26012,0,0,0,
38014,抽象几何花纹方地毯(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,12000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26013,0,0,0,
38015,挂画(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,12000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26014,0,0,0,
38016,龙猫床2(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26015,0,0,0,
38017,龙猫床3(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26016,0,0,0,
38018,龙猫脚垫(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26017,0,0,0,
38019,田园－壁炉(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26018,0,0,0,
38020,田园－宠屋(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26019,0,0,0,
38021,田园－橱柜(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26020,0,0,0,
38022,田园－炊具(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26021,0,0,0,
38023,田园－地垫(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26022,0,0,0,
38024,田园－地毯(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26023,0,0,0,
38025,田园－木桌(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26024,0,0,0,
38026,田园－沙发1(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26025,0,0,0,
38027,田园－沙发2(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26026,0,0,0,
38028,田园－洗漱台(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26027,0,0,0,
38029,田园－小窗1(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26028,0,0,0,
38030,田园－小窗2(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26029,0,0,0,
38031,田园－储物箱(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26030,0,0,0,
38032,田园－武器制造台(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26031,0,0,0,
38033,田园－防具缝纫桌(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26032,0,0,0,
38034,格子－阳台(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26033,0,0,0,
38035,格子－壁灯(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26034,0,0,0,
38036,格子－餐椅(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26035,0,0,0,
38037,格子－餐桌(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26036,0,0,0,
38038,格子－窗(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26037,0,0,0,
38039,格子－床(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26038,0,0,0,
38040,格子－床头帘(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26039,0,0,0,
38041,格子－挂镜(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26040,0,0,0,
38042,格子－拐角帘(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26041,0,0,0,
38043,格子－栏杆(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品3级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26042,0,0,0,
38044,青蛙－吊柜(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26043,0,0,0,
38045,青蛙－落地灯(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26044,0,0,0,
38046,青蛙－星地毯(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26045,0,0,0,
38047,青蛙－沙发(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26046,0,0,0,
38048,青蛙－星桌子(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26047,0,0,0,
38049,青蛙－地毯(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26048,0,0,0,
38050,青蛙－窗(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26049,0,0,0,
38051,青蛙－钢琴床(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26050,0,0,0,
38052,青蛙－床头桌(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26051,0,0,0,
38053,青蛙－挂饰(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26052,0,0,0,
38054,青蛙－柜(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]26级以上稀有怪掉落#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26053,0,0,0,
38055,青蛙－椅子(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26054,0,0,0,
38056,涂鸦－桌(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26055,0,0,0,
38057,涂鸦－地毯(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26056,0,0,0,
38058,涂鸦－壁灯(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26057,0,0,0,
38059,涂鸦－窗(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26058,0,0,0,
38060,涂鸦－床(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26059,0,0,0,
38061,涂鸦－凳(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26060,0,0,0,
38062,涂鸦－落地窗(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26061,0,0,0,
38063,涂鸦－门口垫(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26062,0,0,0,
38064,涂鸦－屏风(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26063,0,0,0,
38065,涂鸦－椅(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26064,0,0,0,
38066,蜘蛛－椅子(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26065,0,0,0,
38067,蜘蛛－窗(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26066,0,0,0,
38068,蜘蛛－床(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26067,0,0,0,
38069,蜘蛛－床头灯(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26068,0,0,0,
38070,蜘蛛－灯(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26069,0,0,0,
38071,蜘蛛－地毯(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26070,0,0,0,
38072,蜘蛛－挂饰(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26071,0,0,0,
