物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,买入购物券,买入士气,点券购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,冷却ID,排序等级,,,,,,,,BcmPickupMessage,long lDropCallLua,long lParam_1,long lParam_2,long lParam_3,需求技能,基本效果ID1,基本效果ID2,基本效果ID3,基本效果ID4,基本效果ID5,基本效果ID6,基本效果ID7,基本效果ID8,卡片数,卡片数,精炼等级?,最大耐久上限,装备种类,套装ID,攻击速度,攻击动作,鉴定费用,可装备的位置1,可装备的位置2,可装备的位置3,可装备的位置4,制造属性1的ID1，固定类型,制造属性2的ID2，固定类型,制造属性3的ID，不可升级,精炼属性ID,精炼的3级熟练度配置,lE_Slot_Min,lE_Slot_Max,部件ID1,男外形_游1,女外形_游1,男外形1,女外形1,部件ID2,男外形_游2,女外形_游2,男外形2,女外形2,部件ID3,男外形_游3,女外形_游3,男外形3,女外形3,lHideHair,lHideHair,lHideHair,能否升级,合成原料1,原料1数量,合成原料2,原料2数量,合成原料3,原料3数量,合成原料4,原料4数量,合成原料5,原料5数量,可镶嵌的宝石种类,可镶嵌的宝石档次上限,,long lULShowID[UL_STATEID_MAX],NeedSex,lAddCallLua,lNotShowBedeck,lAddTimeNeedNum,RepairPayforType,装备降级类型
10721,呼啸弯刀[4档],4档士气装备，★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],士气装备,104029,104029,104029,4,1,,0,1,0,0,0,1,,,,,,2457,,,2580,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127070,127191,127301,127356,129026,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10367,1,10422,1,,,,,,,,,,,,,,,,
10722,呼啸弯刀[5档],5档士气装备，★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],士气装备,104029,104029,104029,5,1,,0,1,0,0,0,1,,,,,,3087,,,3241,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127071,127192,127302,127357,129027,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10368,1,10423,1,,,,,,,,,,,,,,,,
10723,呼啸弯刀[6档],6档士气装备，★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],士气装备,104029,104029,104029,6,1,,0,1,0,0,0,1,,,,,,4116,,,4322,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127072,127193,127303,127358,129028,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10369,1,10424,1,,,,,,,,,,,,,,,,
10724,呼啸弯刀[7档],7档士气装备，★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],士气装备,104029,104029,104029,7,1,,0,1,0,0,0,1,,,,,,6678,,,7012,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127073,127194,127304,127359,129029,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10370,1,10425,1,,,,,,,,,,,,,,,,
10725,呼啸弯刀[8档],8档士气装备，★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],士气装备,104029,104029,104029,8,1,,0,1,0,0,0,1,,,,,,8820,,,9261,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127074,127195,127305,127360,129030,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10371,1,10426,1,,,,,,,,,,,,,,,,
10726,呼啸弯刀[9档],9档士气装备，★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],士气装备,104029,104029,104029,9,1,,0,1,0,0,0,1,,,,,,10584,,,11113,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127075,127196,127306,127361,129031,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10372,1,10427,1,,,,,,,,,,,,,,,,
10727,呼啸弯刀[元力],元力士气装备，★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],士气装备,104029,104029,104029,10,1,,0,1,0,0,0,1,,,,,,4116,,,4322,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127076,127197,127307,127362,129032,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10373,1,10428,1,,,,,,,,,,,,,,,,
10728,呼啸弯刀[元力],元力士气装备，★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力，普通攻击速度＋15%#★ 30%概率打断施法并造成额外伤害★ [a]该装备同时只能拥有一件[/],士气装备,104029,104029,104029,11,1,,0,1,0,0,0,1,,,,,,4116,,,4322,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127077,127198,127308,127363,129033,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10374,1,10429,1,,,,,,,,,,,,,,,,
10729,银色礼服[1档],1档士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,1,1,,0,1,0,0,0,1,,,,,,504,,,489,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127078,127199,128056,128078,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10100,1,10111,1,10067,1,,,,,,,,,,,,,,
10730,银色礼服[2档],2档士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,2,1,,0,1,0,0,0,1,,,,,,1008,,,979,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127079,127200,128057,128079,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10101,1,10112,1,10068,1,,,,,,,,,,,,,,
10731,银色礼服[3档],3档士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,3,1,,0,1,0,0,0,1,,,,,,1344,,,1304,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127080,127201,128058,128080,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10102,1,10113,1,10069,1,,,,,,,,,,,,,,
10732,银色礼服[4档],4档士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,4,1,,0,1,0,0,0,1,,,,,,3276,,,3180,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127081,127202,128059,128081,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10103,1,10114,1,10070,1,,,,,,,,,,,,,,
10733,银色礼服[5档],5档士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,5,1,,0,1,0,0,0,1,,,,,,4116,,,3995,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127082,127203,128060,128082,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10104,1,10115,1,10071,1,,,,,,,,,,,,,,
10734,银色礼服[6档],6档士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,6,1,,0,1,0,0,0,1,,,,,,5488,,,5326,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127083,127204,128061,128083,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10105,1,10116,1,10072,1,,,,,,,,,,,,,,
10735,银色礼服[7档],7档士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,7,1,,0,1,0,0,0,1,,,,,,8904,,,8641,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127084,127205,128062,128084,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10106,1,10117,1,10073,1,,,,,,,,,,,,,,
10736,银色礼服[8档],8档士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,8,1,,0,1,0,0,0,1,,,,,,11760,,,11414,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127085,127206,128063,128085,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10107,1,10118,1,10074,1,,,,,,,,,,,,,,
10737,银色礼服[9档],9档士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,9,1,,0,1,0,0,0,1,,,,,,14112,,,13696,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127086,127207,128064,128086,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10108,1,10119,1,10075,1,,,,,,,,,,,,,,
10738,银色礼服[元力],元力士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,10,1,,0,1,0,0,0,1,,,,,,5488,,,5326,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127087,127208,128065,128087,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10109,1,10120,1,10076,1,,,,,,,,,,,,,,
10739,银色礼服[元力],元力士气装备，★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提高基础防御和普通攻击速度＋20%#★ 提升周围友军基础防御#★ 减低周围敌军基础防御#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104030,104030,104030,11,1,,0,1,0,0,0,1,,,,,,5488,,,5326,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127088,127209,128066,128088,812024,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10110,1,10121,1,10077,1,,,,,,,,,,,,,,
10740,盗贼团号角[1档],1档士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,1,1,,0,0,0,0,0,1,,,,,,0,,,38,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127089,127210,127309,128012,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10034,1,10089,1,,,,,,,,,,,,,,,,
10741,盗贼团号角[2档],2档士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,2,1,,0,0,0,0,0,1,,,,,,0,,,75,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127090,127211,127310,128013,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10035,1,10090,1,,,,,,,,,,,,,,,,
10742,盗贼团号角[3档],3档士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,3,1,,0,0,0,0,0,1,,,,,,0,,,100,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127091,127212,127311,128014,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10036,1,10091,1,,,,,,,,,,,,,,,,
10743,盗贼团号角[4档],4档士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,4,1,,0,0,0,0,0,1,,,,,,0,,,246,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127092,127213,127312,128015,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10037,1,10092,1,,,,,,,,,,,,,,,,
10744,盗贼团号角[5档],5档士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,5,1,,0,0,0,0,0,1,,,,,,0,,,309,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127093,127214,127313,128016,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10038,1,10093,1,,,,,,,,,,,,,,,,
10745,盗贼团号角[6档],6档士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,6,1,,0,0,0,0,0,1,,,,,,0,,,412,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127094,127215,127314,128017,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10039,1,10094,1,,,,,,,,,,,,,,,,
10746,盗贼团号角[7档],7档士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,7,1,,0,0,0,0,0,1,,,,,,0,,,668,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127095,127216,127315,128018,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10040,1,10095,1,,,,,,,,,,,,,,,,
10747,盗贼团号角[8档],8档士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,8,1,,0,0,0,0,0,1,,,,,,0,,,882,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127096,127217,127316,128019,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10041,1,10096,1,,,,,,,,,,,,,,,,
10748,盗贼团号角[9档],9档士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,9,1,,0,0,0,0,0,1,,,,,,0,,,1059,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127097,127218,127317,128020,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10042,1,10097,1,,,,,,,,,,,,,,,,
10749,盗贼团号角[元力],元力士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,10,1,,0,0,0,0,0,1,,,,,,0,,,412,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127098,127219,127318,128021,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10043,1,10098,1,,,,,,,,,,,,,,,,
10750,盗贼团号角[元力],元力士气装备，★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,★ 同时提高所有类型的攻击力，提升周围友军基础防御#★ 每2秒恢复周围友军能量值，范围效果不累加,士气装备,104031,104031,104031,11,1,,0,0,0,0,0,1,,,,,,0,,,412,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127099,127220,127319,128022,812025,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10044,1,10099,1,,,,,,,,,,,,,,,,
10751,黑珍珠长剑[1档],1档士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,1,1,,0,0,0,0,0,1,,,,,,391,,,227,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127100,127221,127320,129056,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10232,1,10210,1,,,,,,,,,,,,,,,,
10752,黑珍珠长剑[2档],2档士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,2,1,,0,0,0,0,0,1,,,,,,781,,,453,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127101,127222,127321,129057,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10233,1,10211,1,,,,,,,,,,,,,,,,
10753,黑珍珠长剑[3档],3档士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,3,1,,0,0,0,0,0,1,,,,,,1042,,,606,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127102,127223,127322,129058,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10234,1,10212,1,,,,,,,,,,,,,,,,
10754,黑珍珠长剑[4档],4档士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,4,1,,0,0,0,0,0,1,,,,,,2539,,,1474,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127103,127224,127323,129059,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10235,1,10213,1,,,,,,,,,,,,,,,,
10755,黑珍珠长剑[5档],5档士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,5,1,,0,0,0,0,0,1,,,,,,3190,,,1852,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127104,127225,127324,129060,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10236,1,10214,1,,,,,,,,,,,,,,,,
10756,黑珍珠长剑[6档],6档士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,6,1,,0,0,0,0,0,1,,,,,,4253,,,2470,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127105,127226,127325,129061,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10237,1,10215,1,,,,,,,,,,,,,,,,
10757,黑珍珠长剑[7档],7档士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,7,1,,0,0,0,0,0,1,,,,,,6901,,,4007,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127106,127227,127326,129062,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10238,1,10216,1,,,,,,,,,,,,,,,,
10758,黑珍珠长剑[8档],8档士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,8,1,,0,0,0,0,0,1,,,,,,9114,,,5292,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127107,127228,127327,129063,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10239,1,10217,1,,,,,,,,,,,,,,,,
10759,黑珍珠长剑[9档],9档士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,9,1,,0,0,0,0,0,1,,,,,,10937,,,6351,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127108,127229,127328,129064,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10240,1,10218,1,,,,,,,,,,,,,,,,
10760,黑珍珠长剑[元力],元力士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,10,1,,0,0,0,0,0,1,,,,,,4253,,,2470,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127109,127230,127329,129065,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10241,1,10219,1,,,,,,,,,,,,,,,,
10761,黑珍珠长剑[元力],元力士气装备，★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,★ 同时提高火药和魔法攻击力#★ 增加基础防御和能量上限#★ 减少目标能量,士气装备,104032,104032,104032,11,1,,0,0,0,0,0,1,,,,,,4253,,,2470,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127110,127231,127330,129066,812026,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10242,1,10220,1,,,,,,,,,,,,,,,,
10762,野性冰锤[1档],1档士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,1,1,,0,0,0,0,0,1,,,,,,151,,,155,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127111,127232,127331,127375,129034,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10166,1,10177,1,,,,,,,,,,,,,,,,
